product_id,csp,cso,status,auth_type,impact_level,service_model,deployment_model,business_function,reported_authorizations,reported_reuses,auth_date,ready_date,independent_assessor,small_business,leveraged_systems,website,service_desc,marketplace_url,source_last_change
FR2004146362,"MediaLab, Inc.",MediaLab Federal,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,,2,1,2021-03-15,,"First Information Technology Services, Inc.",Yes,,https://federal.medialab.com/,"MediaLab provides an integrated web-based SaaS platform for healthcare quality management. MediaLab's offering address many different areas of compliance within healthcare facilities, including continuing education and training, document management of policies and procedures, inspection readiness and accreditation management, competency assessment, management of personnel files and certifications, and management of non-conforming events, instrument maintenance, and quality monitoring data. Role-based permissions allow key users to access and update data across all applications to meet any healthcare facility's unique needs.",https://www.fedramp.gov/marketplace/products/FR2004146362,2026-09-23
FR2210666939,Melissa,Melissa GovCloud Address Suite,FedRAMP Authorized,Agency,LI-SaaS,SaaS,Government Community Cloud,Analytics;Communication;Customer Relations Management (CRM);Customer Service;Data Management;Marketing & Sales,2,1,2023-09-14,,"Schellman Compliance, LLC",No,,https://www.melissa.com/govcloud-address-suite,"Web Service leveraging postal authorities (USPS, Canada Post, Royal Mail, EIRCODE) to Verify, Standardize, and Correct mailing addresses. Additional functions for move update for US residents and businesses are available within the service leveraging USPS® NCOALink.",https://www.fedramp.gov/marketplace/products/FR2210666939,2026-09-23
FR2032665434,Menlo Security,Cloud Security Platform powered by Isolation Core,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Cybersecurity & Risk Management,1,0,2023-01-09,,"Schellman Compliance, LLC",Yes,,https://www.menlosecurity.com/,"Menlo Security is the pioneer of browser security and stops evasive threats such as phishing and ransomware, delivering on the promise of cloud-based security and enabling zero trust application access. The Menlo Secure Enterprise Browser solution prevents attacks while being invisible to end users who can use their preferred web browser, enhancing productivity. Deploy browser security policies in a single click, securing internet access and protecting organizational data down to the last mile. Menlo Secure Enterprise Browser Solution Instantiated for each browser session, the Menlo Secure Cloud Browser secures access to the web, preventing malware, ransomware, and unauthorized access and ensures that data security policies are enforced to prevent malicious or unintentional data theft with multiple Data Loss Prevention (DLP) features. Defending against highly evasive adaptive threats (HEAT), Menlo leverages machine learning and AI-based URL analysis to identify and block the most sophisticated phishing sites. Menlo remote browser isolation (RBI) offers significant performance enhancements in comparison to all other RBI offerings with patented Adaptive Clientless Rendering (ACR). ACR enables web page rendering, including interactive animations such as scrolling, to be performed on the endpoint browser using optimized desktop hardware and browser software, while the full browser feature set—including copy-paste, find in page, and printing—is maintained. The administrative policy defines whether any site is isolated. Isolation may be managed with traditional categories which should be familiar and easy to use by administrators of Secure Web Gateways (SWG). Unlike a SWG, however, Menlo enables isolation by threat types and/or vulnerable web services. Mitigating the security blindspot posted by mandated transport level encryption (TLS), Menlo Browsing Forensics offers policy-based capture of browsing sessions. Captures are stored in customer data stores, not accessible to Menlo Security. The Browsing Forensics Viewer enables the Security Operations Center (SOC), incident response, and even security awareness training teams to review users’ sessions including clicks, scrolls and text inputs. Policy controls manage whether password entries are retained, whether a user is notified of recording and screen capture rates. Files and archives are delivered with browser protocols. The Menlo Secure Cloud Browser includes comprehensive file and archive inspection. Archives are opened, and each file is subject to hash checks and anti-virus examinations. The safe content of both clean and infected files can be presented as a safe PDF to the user. Policy governs whether any original file or archive may be downloaded from the Secure Cloud Browser. File security checks can be selectively bypassed. Traffic steering to the Menlo Cloud supports proxy chaining from, for example, existing SWG or Cloud Access Security Brokers (CASB), as well as PAC file deployment or firewall redirecting. Menlo Browser Security is fully compatible with Secure Access Service Edge (SASE) and Security Service Edge (SSE) deployments. Common use cases for Menlo Browser Security include: comprehensive zero-hour phishing prevention, ransomware prevention, administrative governance of Generative AI, and comprehensive governance of SaaS using workflows similar to CASB, but including SaaS property isolation and comprehensive file upload and download controls applicable on a per-application basis.",https://www.fedramp.gov/marketplace/products/FR2032665434,2026-09-23
FR2527956755,"Meridian Knowledge Solutions, LLC",Meridian LMS,FedRAMP Authorized,Program,20x Moderate,SaaS,Public Cloud,Analytics;Collaboration;Communication;Education & Training;Human Resources;Learning Management;Talent Development;Talent Management,1,0,2026-03-06,,"Fortreum, LLC",No,,https://www.meridianks.com/,"Meridian LMS is a SaaS learning management system designed for government and regulated organizations with complex training, compliance, certification, and reporting requirements. Hosted in AWS and delivered in a dedicated environment created specifically for FedRAMP customers, Meridian is ideal for federal, state, local, and tribal agencies, their contractors, and related entities. Fully Section 508 and WCAG compliant, Meridian helps organizations strengthen oversight, streamline administration, and maintain audit-ready training operations. In addition to its FedRAMP SaaS offering, Meridian LMS can also be deployed on-premises or in a customer’s private cloud to meet diverse security and infrastructure requirements. Learn more in the Meridian Trust Center: https://meridian-knowledge-solutions.github.io/fedramp-trust-center/",https://www.fedramp.gov/marketplace/products/FR2527956755,2026-09-23
FR2206159758,Merlin International,Constellation GovCloud (CGC),FedRAMP Authorized,JAB,Moderate,PaaS,Public Cloud,"Governance, Risk, and Compliance (GRC)",1,0,2026-02-17,2022-04-25,"Fortreum, LLC",Yes,,https://cgc.cloud/,"Constellation GovCloud (CGC) is an information system that provides the necessary Platform as a Service (PaaS) architecture layers to support Merlin-operated Software as a Service (SaaS) applications. These Merlin SaaS applications will be hosted and provided to U.S. federal agencies, including local and state governments and tribal organizations. The CGC is part of a managed service that is designed to accelerate FedRAMP authorizations allowing Merlin SaaS companies to achieve a FedRAMP Authority to Operate (ATO) more quickly and cost-effectively. Cynamics, a leading innovator in network cybersecurity, presents a next-generation SOC AI platform powered by its proprietary sample-based NDR and cybersecurity large language model, CynLLM. By integrating intelligent sampling with cutting-edge AI, Cynamics facilitates real-time and scalable threat detection without the heavy infrastructure requirements of traditional solutions. Already endorsed by Tier-1 municipalities, enterprises, and critical infrastructure providers globally, Cynamics offers unparalleled visibility, automation, and operational efficiency for today’s security teams. InfoSec Global Federal’s AgileSec Analytics provides automated discovery, monitoring, and policy‑driven control of cryptographic assets, including keys, certificates, algorithms, libraries, devices, applications, firmware, and protocols, across cloud and on‑premise environments. The AgileSec Analytics platform ensures agencies are prepared for emerging cryptographic threats, including quantum attacks, by monitoring usage of cryptography and preparing migration to post-quantum cryptography. Key capabilities include Automated Cryptographic Discovery & Inventory, Vulnerability Identification and Compliance Reporting, Post-Quantum Readiness, and Continuous Monitoring and Remediation Workflows. The AgileSec Analytics solution supports regulatory requirements including OMB 23-02 mandates and continuous diagnostics, with built-in reporting features evaluated and recognized by federal standards organizations. It also integrates with numerous ecosystem technologies including EDR, CLM, PKI, HSM, CDM dashboards, ITSM, GRC tools and more. Hyperproof delivers a modern, cloud-based compliance operations platform designed to help government agencies and regulated organizations manage risk and compliance with confidence. Hyperproof Gov is a cloud-based governance, risk, and compliance (GRC) platform designed to support regulated organizations in managing security and compliance programs. The system provides centralized capabilities for control management, evidence collection, risk tracking, audit support, and continuous monitoring. Hyperproof Gov enables structured workflows and real-time compliance status reporting to support authorization, assessment, and ongoing monitoring activities. The platform is designed to integrate with external systems for automated evidence collection and to maintain traceability between controls, requirements, and supporting artifacts, supporting consistent and repeatable compliance operations.",https://www.fedramp.gov/marketplace/products/FR2206159758,2026-09-23
F1209051525,Microsoft,Azure Commercial Cloud,FedRAMP Authorized,JAB,High,IaaS;PaaS;SaaS,Public Cloud,Analytics;Communication;Content Management System (CMS);Customer Relations Management (CRM);Customer Service;Cybersecurity & Risk Management;Data Management;Development Tools;Finance;Fleet Management,89,624,2019-05-03,,Kratos,No,"Absolute Secure Endpoint Product Suite;AchieveIt;Acquia Cloud;Adobe Creative Cloud for Enterprise;Adobe Document Cloud including Adobe Acrobat, Adobe Acrobat Sign, Adobe Acrobat AI Assistant, Adobe Acrobat Analyzer, and Adobe Acrobat Services (APIs);Aprimo;Armedia Content Cloud;Ask Sage;Atom Power, Inc - ATOM EVSE;Masterworks Cloud Platform;Autodesk for Government;Axonius Asset Cloud;PMP Government-Gateway;Canon Office Cloud – Managed Print Services;Casepoint Government;Reactor;Webex for Government;Clarivate Intellectual Property AI & Image Search Platform (CIPAI-ISP);Cloudflare for Government - High;Commvault Cloud for Government;Storm Cloud Contact Center;Coupa Spend Management for Federal;Federal Immersive Learning Management System (FED-ILMS);CrestPoint Environmental Management Service (CEMS);Cyber AI Mission Defense and Email Protection;Dejero Control and Concentrator;DevResults;DocuSign CLM;Docusign - IAM eSignature;Duo Federal;Dynatrace Platform;Singularity;EnergyCAP;Acadis Readiness Suite;ArcGIS Online (AGO);Laser AI;RMA iQ™;TMS Gov Cloud Suite;GitHub Enterprise Cloud;Glassbeam Clinsights;GTS VirtualHealth Platform (GTS-VP);Gordian Federal Cloud powered by RSMeans Data;HP Managed Services for Government;IBM Envizi ESG Reporting;Infor Government Solutions (IGS) Software as a Service;Ivanti Neurons for ITSM (Formerly Service Manager);Tracers with AMP®;Keyfactor for Government;LCPtracker Pro;Mathematica Cloud Support System;MediaLab Federal;Microsoft 365 Government Community Cloud & Supporting Services;MicroStrategy Cloud for Government;Incydr Gov;Moveworks GovCloud;NEOGOV Cloud;Nintex Automation GE Platform;Nucleus for Government (NucleusGov);OpenWater Awards;Palantir Federal Cloud Service;Pearson Federal Cloud System;Pexip Government Cloud (PGC);GSS One - Azure;ProjectTeam for Government (Construction Project and Program Management);Questionmark Government;Rave Safety Platform;RecAccess;SAS AI and Analytics for Government on FedRAMP;ScienceLogic Government Cloud;Elevate Intelligent Automation Platform (IAP);On-Demand Security Testing Platform;Open Federal Logistics Information System (OpenFLIS);Tanium Cloud for US Government (TC-USG);Tenable Cloud Security for US Government - Ermetic;Tenable Government Solutions;Trend Cloud One for Government;Kernos;Varonis DatAdvantage Cloud;Varonis Data Security Platform;Wiz for U.S. Government;TeamMate FedRAMP",https://azure.microsoft.com/en-us/,"Microsoft Azure Commercial Cloud is an open and flexible cloud platform that enables customers to quickly build, test, deploy, and manage their applications, services, and product development across a network of Microsoft-managed datacenters within the United States. The Microsoft Azure Commercial Cloud exports savings to the customer by delivering the software, platform, and information technology infrastructure resources where and when it is needed via the Internet. Microsoft Azure Commercial Cloud is used for building, deploying, and managing applications and services through a network of Microsoft-managed data centers. It provides Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems. The advantages of using Microsoft Azure Commercial Cloud include the ability to build large scalable applications serving large populations of users by scaling up or scaling down in relatively short periods of time. Federal agencies interested in collaborative continuous monitoring with Microsoft should reach out to: AzureCollabConMon@microsoft.com",https://www.fedramp.gov/marketplace/products/F1209051525,2026-09-23
F1603087869,Microsoft,Azure Government (includes Dynamics 365),FedRAMP Authorized,JAB,High,IaaS;PaaS;SaaS,Government Community Cloud,Analytics;Communication;Content Management System (CMS);Customer Relations Management (CRM);Customer Service;Cybersecurity & Risk Management;Data Management;Development Tools;Finance;Fleet Management,70,503,2020-04-29,,Kratos,No,Abnormal AI for Government;Actsoft Workforce Manager for Gov.;Adobe Acrobat Sign for Government;FleetCommander;Agile RTLS Suite (A-RTLS);Archive360 Platform;Ask Sage;US Axon FedCloud - High;Aztec Learning System;Bizagi Cloud for US Government;BlackBerry Cloud - AtHoc Services for Government (High);Blackboard LMS;Supply Chain Master Catalog (SCMC) Government Cloud Solution;Cellebrite Government Cloud (CGC);Spaces for Government;Webex for Government;Cisco Catalyst SD-WAN for Government (SDWAN-G);Citrix for Government;CorityOne;Knox Systems;Federal Immersive Learning Management System (FED-ILMS);DLH Infinibyte Cloud;DNAnexus Platform;eGain Suite;Archibus;EY Grants Accelerator;Juvare Federal Cloud;Kahua Government Network;Keyfactor for Government;IDCommand;Mark43 Public Safety Platform (PSP);mLINQS Hosting Service;Motorola Solutions Federal Cloud (MSFC);NetDocuments Document Management System (DMS);OneStream Cloud - High;OrbusInfinity Government;Orca Cloud Security Platform;Palantir Federal Cloud Service – Supporting Services (PFCS-SS);Palantir Federal Cloud Service;PowerCore™ (PC-GOV);Data Integrity Suite for Government;GSS One - Azure;Qlik Cloud Government;Qualtrics XM Platform - High;Questionmark Government;RelativityOne Government;Rescale Platform;RSA® ID Plus for Government;Rubrik Security Cloud - Government (RSC-G);SentinelOne Singularity Platform High;ClaimsXM;Elevate Intelligent Automation Platform (IAP);The Data Cloud on Azure Government (High);Open Federal Logistics Information System (OpenFLIS);Federal GovCloud (FGC) DevSecOps;TRAPWIRE Threat Detection and Analysis System;Trend Vision One for Government;Trustwave Fusion;Automation Cloud Public Sector;AgCloud Managed Platform Services (AMPS);Veritone Intelligent Digital Evidence Management System (iDEMS) for Government;Wellspring Tech Transfer and IP Management Suite (WTIMS);CyberSTAR™;Zscaler Internet Access - Government (Secure Web Gateway - vTIC);Zscaler Internet Access - Government (Secure Web Gateway - vTIC) - High;Zscaler Private Access - Government (Zero Trust Exchange - VPN Replacement),https://azure.microsoft.com/en-us/,"Microsoft Azure Government is an open and flexible cloud platform that enables customers to quickly build, test, deploy, and manage their applications, services, and product development across a network of Microsoft-managed datacenters within the United States. The Microsoft Azure Government exports savings to the customer by delivering the software, platform, and information technology infrastructure resources where and when it is needed via the Internet. Microsoft Azure Government is used for building, deploying, and managing applications and services through a network of Microsoft-managed data centers. It provides Software as a Service (SaaS), Platform as a Service (PaaS), and Infrastructure as a Service (IaaS) and supports many different programming languages, tools, and frameworks, including both Microsoft-specific and third-party software and systems. The advantages of using Microsoft Azure Government include the ability to build large scalable applications serving large populations of users by scaling up or scaling down in relatively short periods of time. Federal agencies interested in collaborative continuous monitoring with Microsoft should reach out to: AzureCollabConMon@microsoft.com",https://www.fedramp.gov/marketplace/products/F1603087869,2026-09-23
MSO365MT,Microsoft,Microsoft 365 Government Community Cloud & Supporting Services,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,Analytics;Collaboration;Communication;Data Management;Storage,100,456,2014-11-20,,Kratos,No,"LibreView for US Government;Abnormal AI for Government;AchieveIt;Armis FedRAMP Edition (AFE);Masterworks Cloud Platform;AutoRABIT for Public Sector - CodeScan, Guard, & ARMOR;Avature Limited;AvePoint Online Services for US Government (AOS-UG);Axiad Conductor;Axonius Asset Cloud;Bluescape with n8n for Government;Spaces for Government;Webex for Government;Cisco Cloudlock for Government;Cisco ThousandEyes for Government;Cohesity Cloud Services for Government;Concur Cloud for Public Sector;CorityOne;Cornerstone Galaxy;Federal Immersive Learning Management System (FED-ILMS);Cyber AI Mission Defense and Email Protection;Databricks on AWS US East/West;DocketScope®;Dynatrace Platform;eGain Suite;EY Grants Accelerator;Esri Managed Cloud Services Advanced Plus;ArcGIS Online (AGO);Glassbeam Clinsights;GTS VirtualHealth Platform (GTS-VP);IBM Envizi ESG Reporting;Informatica Intelligent Cloud Services (IICS);Trust & Wealth Management Solutions;Issio Information System;Tracers with AMP®;Kahua Government Network;Knightscope Autonomous Security Robot (Knightscope ASR);Laerdal -- SimCapture Cloud Government;Manhattan Government Cloud;Mathematica Cloud Support System;SPROUT;MicroStrategy Cloud for Government;Monster Hiring Management Enterprise (MHME);Beacon;Nucleus for Government (NucleusGov);OnSolve Platform for Critical Event Management;OrbusInfinity Government;Pexip Government Cloud (PGC);PowerCore™ (PC-GOV);Privoro Fulcrum Cloud;ProjectTeam for Government (Construction Project and Program Management);Qlik Cloud Government;ScienceLogic Government Cloud;Gobo Framework (Gobo);SentinelOne Singularity Platform High;ARIS Government Cloud;T-Metrics Cloud Contact Center (TCCC);Tango;Tanium Cloud for US Government (TC-USG);Trend Vision One for Government;Trustwave Fusion;Varonis DatAdvantage Cloud;Varonis Data Security Platform;Wellspring Tech Transfer and IP Management Suite (WTIMS);TeamMate FedRAMP",https://www.microsoft.com/,"Microsoft 365 (M365) Government Community Cloud (GCC) is a suite of cloud-hosted messaging and collaboration services to meet the unique and evolving requirements of the United States Federal, State, Local, and Tribal governments, as well as contractors holding or processing data on behalf of the US Government. These cloud-based services are designed to provide organizations with streamlined communication, high availability, comprehensive security, and simplified information technology (IT) management. M365 GCC provides the interactivity of on-premises client and server applications with the flexibility and scalability of web-based services. M365 GCC leverages Azure Government as the IaaS/PaaS for the underlying infrastructure and hardware. Therefore, M365 GCC relies on Azure Government-inherited services. For more information on these Azure Government services, refer to the Azure Government ATO package. Federal agencies interested in collaborative continuous monitoring with Microsoft should reach out to: M365CollabConMon@microsoft.com",https://www.fedramp.gov/marketplace/products/MSO365MT,2026-09-23
MSO365MTA,Microsoft,Microsoft 365 Government Community Cloud & Supporting Services,FedRAMP In Process,Agency,High,,Public Cloud,,0,0,,,Kratos,No,,https://www.microsoft.com/,"Microsoft 365 (M365) Government Community Cloud (GCC) is a suite of cloud-hosted messaging and collaboration services to meet the unique and evolving requirements of the United States Federal, State, Local, and Tribal governments, as well as contractors holding or processing data on behalf of the US Government. These cloud-based services are designed to provide organizations with streamlined communication, high availability, comprehensive security, and simplified information technology (IT) management. M365 GCC provides the interactivity of on-premises client and server applications with the flexibility and scalability of web-based services. M365 GCC leverages Azure Government as the IaaS/PaaS for the underlying infrastructure and hardware. Therefore, M365 GCC relies on Azure Government-inherited services. For more information on these Azure Government services, refer to the Azure Government ATO package. Federal agencies interested in collaborative continuous monitoring with Microsoft should reach out to: M365CollabConMon@microsoft.com",https://www.fedramp.gov/marketplace/products/MSO365MTA,2026-09-23
FR1824057433,Microsoft,Microsoft 365 Government Community Cloud-High,FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Analytics;Collaboration;Communication;Data Management;Storage,5,10,2024-12-26,,Kratos,No,Bluescape with n8n for Government;AppDynamics GovAPM;Keyfactor for Government;Data Integrity Suite for Government;Procore for Government,https://www.microsoft.com/microsoft-365/government,"Microsoft 365 (M365) Government Community Cloud-High (GCC-H) is a product family of cloud-hosted messaging and collaboration services. These cloud-based services are designed to provide organizations with streamlined communication, high availability, comprehensive security, and simplified information technology (IT) management. M365 GCC-H provides the interactivity of on-premises client and server applications with the flexibility and scalability of web-based services. M365 leverages Azure as the IaaS/PaaS for the underlying infrastructure and hardware. Therefore, M365 relies on Azure-inherited services. For more information on these Azure services, refer to the Azure ATO package. Federal agencies interested in collaborative continuous monitoring with Microsoft should reach out to: M365CollabConMon@microsoft.com",https://www.fedramp.gov/marketplace/products/FR1824057433,2026-09-23
FR2126176344,MicroStrategy,MicroStrategy Cloud for Government,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Analytics,2,1,2022-11-17,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",No,,https://www.microstrategy.com/,"MicroStrategy is the world’s top-rated platform for enterprise analytics. The MicroStrategy Intelligence Platform offers a full range of trusted, modern BI experiences, and is designed to help departments and agencies build data-driven cultures and make faster, smarter decisions. Built for performance at scale, MicroStrategy delivers concrete answers to users where and when they’re needed. Foundationally, the platform offers out-of-the-box drivers and gateways for a variety of data sources, types, and formats, and APIs/SDKs which are hosted within the MicroStrategy Platform Deployed within Customer Tenant. Using the platform’s proprietary enterprise semantic graph, agencies can establish a unified, governed, secure, and reusable data model on which a variety of intelligence solutions can be built to deliver accurate, personalized, and trusted information to individual users based on each agency’s enterprise data dictionary. The MicroStrategy Cloud for Government is a fully managed enterprise analytics solution that offers all the market-leading capabilities of the MicroStrategy Intelligence Platform on a unique Amazon Web Services (AWS) GovCloud implementation. MicroStrategy Cloud for Government features a fully optimized reference architecture built specifically for deployment in a customer-licensed AWS environment, offered as a software-as-a-service (SaaS) solution. MicroStrategy administers each unique MicroStrategy Cloud for Government environment on the behalf of each government department or agency, including steady state operations, routine application of software upgrades, robust system monitoring and alerting, and 24/7/365 technical support for priority issues. The components that directly support the MicroStrategy Cloud for Government cloud service offering are described in the subsections below. MicroStrategy Cloud for Government is a SaaS service built on top of AWS GovCloud (US) IaaS servers. MicroStrategy utilizes AWS GovCloud (US) to provide the resources that host the MicroStrategy Cloud for Government platform and leverages the experience and resources of AWS to scale quickly and securely as necessary to meet current and future demand. MicroStrategy is responsible for designing and configuring the MicroStrategy Cloud for Government architecture within AWS GovCloud (US) to ensure that the availability, security, and resiliency requirements are met.",https://www.fedramp.gov/marketplace/products/FR2126176344,2026-09-23
FR1910758409,Mimecast,Incydr Gov,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,Analytics;Cybersecurity & Risk Management,1,0,2020-12-08,2020-01-22,Deloitte & Touche LLP,No,,https://www.mimecast.com/products/incydr/federal-agencies/,"Incydr Gov is a SaaS solution that helps organizations see and stop data loss caused by employees and contractors. It monitors data movement across endpoint and cloud to help security teams effectively detect, investigate, and respond to data exfiltration events with unrivaled ease of use, and without disrupting user productivity.",https://www.fedramp.gov/marketplace/products/FR1910758409,2026-09-23
F1311222650,MIS Sciences Corporation,GovPoint Cloud Services,FedRAMP Authorized,JAB,Moderate,IaaS;PaaS;SaaS,Government Community Cloud,Data Management;Development Tools;Storage;Virtual Private Network (VPN),6,5,2016-04-21,,"First Information Technology Services, Inc.",Yes,,http://www.mis-sciences.com,"GCS is a FedRAMP Moderate JAB P-ATO authorized IaaS/PaaS platform offering scalable compute, private cloud, and SaaS solutions to federal agencies. Customers may deploy on shared infrastructure, provision a dedicated private cloud, or co-locate their own hardware within the GCS authorization boundary. Overview of Authorized Services Compute (IaaS) Configurable virtual machines balancing CPU, RAM, and high-I/O flash storage; available as pre-hardened images or custom builds. Private FedRAMP Cloud (IaaS) Dedicated, tenant-isolated compute, networking, and storage fully within the GCS boundary for agencies requiring resource segregation. Bring Your Own Hardware Customer-owned hardware co-located within the GCS boundary, leveraging inherited GCS controls for specialized appliances and equipment. Virtual Desktop Services (DaaS) Browser-accessible virtual desktops hosted within the GCS boundary, providing agency users with secure, managed access to applications and data from any endpoint without local installation requirements. Authorization as a Service (AaaS) Enables SaaS providers to inherit GCS controls and deliver FedRAMP-authorized products under the GCS P-ATO. Calabrio Workforce Engagement Management (SaaS) Contact center workforce optimization suite covering scheduling, agent performance analytics, and business intelligence. Sharetru Federal (SaaS) Managed File Transfer as a Service (MFTaaS) supporting CMMC, ITAR, HIPAA, and PCI-DSS regulated data exchange. Sayari Risk Intelligence (SaaS) Supply chain and counterparty risk platform aggregating corporate ownership and trade data from 250+ jurisdictions. GRID20/20 ATI (SaaS/IoT) Cloud-based distribution grid and environmental monitoring platform covering wildfire detection, auto-alerting, and AI-enhanced analytics. Field sensor devices operate outside the authorization boundary and feed data into the GCS-hosted ATI application, which is fully within scope. IGS Bridge (SaaS) Secure, platform-agnostic integration suite connecting enterprise and legacy systems (Bridge Connect), coordinating clinical decision support (Bridge Care), standardizing data relationships (Bridge Map), and delivering real-time operational analytics (Bridge Monitor).",https://www.fedramp.gov/marketplace/products/F1311222650,2026-09-23
F1610037949,mLINQS,mLINQS Hosting Service,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,,12,11,2017-09-08,,"Coalfire Systems, Inc.",Yes,,http://mlinqs.net/,"Since 2004, more than 30 federal agencies have trusted moveLINQ to process thousands of employee moves annually. As the first comprehensive, fully functional system designed expressly for government agencies to manage employee relocation, that trust is well founded. Agencies can be confident that every relocation processed using moveLINQ will be in full compliance. The software automates FTR, JTR, DSSR, and 6FAM CONUS/OCONUS relocation policy, and adheres to E-Gov Travel, GSA/OMB reporting, and Section 508 standards. Now mLINQS offers its leading relocation management on a hosted platform. As with other hosted solutions, this Software as a Service (SaaS) model provides agencies higher availability at a lower cost. Federal managers are able to focus their budgets on business objectives rather than infrastructure and the need to predict and meet future capacity. By leveraging efficiencies attained by hosting multiple federal agencies, mLINQS Hosting Services provides increased scalability and flexibility while increasing support services to customers.",https://www.fedramp.gov/marketplace/products/F1610037949,2026-09-23
FR2122150307,MongoDB,MongoDB Atlas for Government,FedRAMP Authorized,Agency,Moderate,PaaS;SaaS,Public Cloud,Analytics;Data Management;Storage,6,25,2023-01-18,2021-05-24,"Schellman Compliance, LLC",No,AppOmni SaaS Security for Government;Aztec Learning System;Cisco ThousandEyes for Government;Cohesity Cloud Services for Government;Overleaf;NCR VOYIX GOVERNMENT CLOUD;Data Integrity Suite for Government;ProjectTeam for Government (Construction Project and Program Management);S.M.A.R.T. - Federal Editions;Snyk for Government;Talkdesk CX Cloud™ Government Edition;Tenable Cloud Security for US Government - Ermetic;Unqork for Government;Vanta Government Cloud,https://www.mongodb.com/products/platform/atlas-for-government,"MongoDB Atlas for Government is a fully-managed multi-cloud developer data platform authorized at FedRAMP® Moderate. Building on MongoDB’s document data model and query API, Atlas for Government automates operational and administrative tasks and offers advanced data distribution capabilities. Designed to be secure by default, it runs in a FedRAMP Moderate Authorized, dedicated environment tailored for U.S. government needs, including Criminal Justice Information Solutions (CJIS) applications. Encryption is supported for data at rest, in transit, and in use, including encryption capabilities such as Queryable Encryption and Client-Side Field-Level Encryption. Atlas for Government is available in AWS GovCloud regions, AWS FedRAMP Moderate regions (US East/West), and GCP Assured Workload US regions.",https://www.fedramp.gov/marketplace/products/FR2122150307,2026-09-23
FR1711546389,Monster Government Solutions,Monster Hiring Management Enterprise (MHME),FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Human Resources,21,20,2022-04-07,,SecureIT,No,,https://www.monstergovernmentsolutions.com/,"MHME is a Software as a Service (SaaS) application that automates and streamlines federal human resource recruitment, hiring, and management. MHME is a Moderate impact system, in production since January 1, 2003, and currently supporting over 68 federal customers.",https://www.fedramp.gov/marketplace/products/FR1711546389,2026-09-23
FR2619446518,Moodle US LLC,Moodle for Government,FedRAMP Ready,Agency,Moderate,SaaS,Government Community Cloud,Analytics;Collaboration;Communication;Content Management System (CMS);Data Management;Design & Multimedia;Development Tools;Education & Training;Human Resources,0,0,,2026-04-23,"A-LIGN Compliance and Security, Inc. dba A-LIGN",No,,https://moodle.com/us/solutions/government/,"Moodle for Government is a FedRAMP® Ready SaaS Learning Management System (LMS) powered by Moodle Workplace, specifically engineered to meet the mission-critical training and compliance requirements of U.S. public sector agencies including federal, state, and local. Built on a foundation of ""security by design,"" Moodle for Government provides a secure, scalable, and highly customizable environment for mandatory compliance training, workforce development, onboarding, and large-scale government training initiatives that evolves with your agency. As our dedicated public sector solution built around Moodle’s enterprise learning platform, Moodle for Government enables agencies to modernize their learning ecosystems while maintaining the highest standards of control and accountability. This solution includes a wide variety of additional plugins to extend enterprise capabilities even further, and it is deployed in AWS GovCloud through our own proprietary hosting tool, which orchestrates our curated set of infrastructure components. Our solution is designed to optimize performance, reliability, and security while also offering a high level of autonomy, with dedicated per-client resources and client control of major-release upgrade scheduling. Moodle for Government is committed to accessibility and meeting federal mandates. The platform is 508 and WCAG 2.2 AA compliant and supports over 20 languages, ensuring all personnel can access training regardless of location or ability. In addition to its FedRAMP Ready status, Moodle services in the U.S. are SOC 2 Type 2 compliant. With robust functionality, Moodle for Government empowers teams to: -Utilize rule-based automation to track certifications, manage renewals, and generate audit-ready reports. -Deliver role-based learning paths tailored to specific job functions or mission requirements. -Gain real-time visibility into training progress and skills gaps through customizable reporting dashboards.",https://www.fedramp.gov/marketplace/products/FR2619446518,2026-09-23
